Date,HUA_clinecenter,SBUX_clinecenter,TIK_clinecenter,HUA_brandwatch,SBUX_brandwatch,TIK_brandwatch,HUA_clinecenter_21D,HUA_clinecenter_50D,HUA_clinecenter_100D,HUA_clinecenter_200D,SBUX_clinecenter_21D,SBUX_clinecenter_50D,SBUX_clinecenter_100D,SBUX_clinecenter_200D,TIK_clinecenter_21D,TIK_clinecenter_50D,TIK_clinecenter_100D,TIK_clinecenter_200D,HUA_brandwatch_21D,HUA_brandwatch_50D,HUA_brandwatch_100D,HUA_brandwatch_200D,SBUX_brandwatch_21D,SBUX_brandwatch_50D,SBUX_brandwatch_100D,SBUX_brandwatch_200D,TIK_brandwatch_21D,TIK_brandwatch_50D,TIK_brandwatch_100D,TIK_brandwatch_200D
2019-01-17,-1.420,4.143,2.273,-3.008,-1.412,2.894,-0.510,-0.398,-0.199,0.004,2.508,2.489,2.398,2.195,1.539,0.876,0.790,0.900,-1.711,-1.133,-1.064,-0.996,-1.186,-0.599,-0.360,-0.086,2.668,3.231,2.385,2.543
2019-01-18,-0.215,3.289,2.692,-1.125,-0.858,2.882,-0.513,-0.385,-0.176,0.009,2.402,2.446,2.368,2.194,1.498,0.819,0.778,0.897,-1.558,-1.123,-1.033,-0.986,-1.202,-0.593,-0.355,-0.080,2.590,3.227,2.398,2.532
2019-01-19,1.087,3.000,0.556,-0.773,-0.701,3.211,-0.536,-0.396,-0.166,0.016,2.397,2.420,2.346,2.197,1.281,0.754,0.761,0.895,-1.478,-1.151,-1.021,-0.985,-1.201,-0.597,-0.355,-0.074,2.562,3.223,2.412,2.528
2019-01-20,1.441,3.519,0.882,-2.315,-0.015,2.952,-0.621,-0.457,-0.175,0.015,2.407,2.442,2.344,2.194,1.165,0.776,0.749,0.896,-1.415,-1.167,-1.024,-0.984,-1.208,-0.574,-0.353,-0.068,2.517,3.098,2.422,2.503
2019-01-21,-0.417,2.500,3.000,-1.933,0.438,2.919,-0.688,-0.526,-0.188,0.003,2.346,2.453,2.336,2.195,1.154,0.792,0.734,0.907,-1.329,-1.153,-1.012,-0.975,-1.223,-0.564,-0.358,-0.064,2.537,2.978,2.436,2.489
2019-01-22,-0.556,1.623,0.833,-0.740,0.059,2.387,-0.667,-0.525,-0.183,-0.001,2.333,2.455,2.321,2.199,1.041,0.760,0.704,0.900,-1.261,-1.148,-0.985,-0.966,-1.259,-0.612,-0.355,-0.063,2.559,2.917,2.449,2.476
2019-01-23,0.365,2.818,2.143,-0.978,1.181,2.182,-0.620,-0.521,-0.177,0.001,2.377,2.476,2.315,2.201,1.040,0.772,0.695,0.905,-1.299,-1.167,-0.970,-0.973,-1.236,-0.652,-0.348,-0.061,2.601,2.867,2.467,2.482
2019-01-24,-0.698,3.421,0.556,-0.894,0.836,3.279,-0.618,-0.507,-0.174,0.013,2.365,2.462,2.300,2.201,0.976,0.762,0.681,0.905,-1.326,-1.171,-0.958,-0.975,-1.267,-0.695,-0.360,-0.062,2.652,2.899,2.486,2.492
2019-01-27,-0.909,2.333,0.294,-1.500,-1.086,1.718,-0.615,-0.471,-0.186,0.021,2.328,2.437,2.287,2.183,0.976,0.784,0.692,0.912,-1.355,-1.176,-0.965,-0.974,-1.271,-0.730,-0.345,-0.060,2.671,2.909,2.473,2.496
2019-01-27,-0.909,2.333,0.294,-1.500,-1.086,1.718,-0.601,-0.455,-0.187,0.029,2.343,2.420,2.275,2.176,0.989,0.815,0.693,0.928,-1.356,-1.166,-0.957,-0.973,-1.184,-0.716,-0.308,-0.048,2.764,2.948,2.460,2.497
2019-01-27,-0.909,2.333,0.294,-1.500,-1.086,1.718,-0.615,-0.471,-0.186,0.021,2.328,2.437,2.287,2.183,0.976,0.784,0.692,0.912,-1.355,-1.176,-0.965,-0.974,-1.271,-0.730,-0.345,-0.060,2.671,2.909,2.473,2.496
2019-01-27,-0.909,2.333,0.294,-1.500,-1.086,1.718,-0.601,-0.455,-0.187,0.029,2.343,2.420,2.275,2.176,0.989,0.815,0.693,0.928,-1.356,-1.166,-0.957,-0.973,-1.184,-0.716,-0.308,-0.048,2.764,2.948,2.460,2.497
2019-01-28,-2.329,1.707,2.500,-3.872,0.098,2.922,-0.566,-0.438,-0.154,0.041,2.369,2.403,2.289,2.180,1.094,0.845,0.706,0.939,-1.340,-1.155,-0.945,-0.972,-1.158,-0.701,-0.289,-0.045,2.839,2.988,2.458,2.498
2019-01-28,-2.329,1.707,2.500,-3.872,0.098,2.922,-0.463,-0.392,-0.116,0.054,2.426,2.419,2.296,2.186,1.094,0.819,0.706,0.937,-1.211,-1.101,-0.901,-0.960,-1.188,-0.703,-0.285,-0.052,2.858,3.002,2.428,2.499
2019-01-28,-2.329,1.707,2.500,-3.872,0.098,2.922,-0.566,-0.438,-0.154,0.041,2.369,2.403,2.289,2.180,1.094,0.845,0.706,0.939,-1.340,-1.155,-0.945,-0.972,-1.158,-0.701,-0.289,-0.045,2.839,2.988,2.458,2.498
2019-01-28,-2.329,1.707,2.500,-3.872,0.098,2.922,-0.463,-0.392,-0.116,0.054,2.426,2.419,2.296,2.186,1.094,0.819,0.706,0.937,-1.211,-1.101,-0.901,-0.960,-1.188,-0.703,-0.285,-0.052,2.858,3.002,2.428,2.499
2019-01-29,-1.945,2.165,0.758,-3.853,-2.205,2.495,-0.394,-0.346,-0.076,0.067,2.501,2.434,2.294,2.190,0.957,0.793,0.690,0.922,-1.089,-1.048,-0.859,-0.944,-1.168,-0.705,-0.263,-0.052,2.907,3.016,2.406,2.505
2019-01-29,-1.945,2.165,0.758,-3.853,-2.205,2.495,-0.342,-0.291,-0.044,0.076,2.554,2.418,2.290,2.190,0.902,0.778,0.674,0.919,-0.967,-0.996,-0.807,-0.928,-1.039,-0.648,-0.238,-0.055,2.977,2.950,2.430,2.511
2019-01-29,-1.945,2.165,0.758,-3.853,-2.205,2.495,-0.394,-0.346,-0.076,0.067,2.501,2.434,2.294,2.190,0.957,0.793,0.690,0.922,-1.089,-1.048,-0.859,-0.944,-1.168,-0.705,-0.263,-0.052,2.907,3.016,2.406,2.505
2019-01-29,-1.945,2.165,0.758,-3.853,-2.205,2.495,-0.342,-0.291,-0.044,0.076,2.554,2.418,2.290,2.190,0.902,0.778,0.674,0.919,-0.967,-0.996,-0.807,-0.928,-1.039,-0.648,-0.238,-0.055,2.977,2.950,2.430,2.511
2019-01-30,0.288,2.745,0.625,-2.529,-3.300,2.827,-0.250,-0.236,-0.035,0.090,2.543,2.402,2.291,2.191,0.801,0.763,0.685,0.913,-0.809,-0.944,-0.772,-0.912,-1.042,-0.592,-0.225,-0.054,3.069,2.884,2.452,2.512
2019-01-30,0.288,2.745,0.625,-2.529,-3.300,2.827,-0.263,-0.190,-0.018,0.091,2.503,2.413,2.279,2.182,0.706,0.773,0.710,0.915,-0.715,-0.877,-0.729,-0.900,-0.994,-0.529,-0.197,-0.042,3.145,2.764,2.471,2.508
2019-01-30,0.288,2.745,0.625,-2.529,-3.300,2.827,-0.250,-0.236,-0.035,0.090,2.543,2.402,2.291,2.191,0.801,0.763,0.685,0.913,-0.809,-0.944,-0.772,-0.912,-1.042,-0.592,-0.225,-0.054,3.069,2.884,2.452,2.512
2019-01-30,0.288,2.745,0.625,-2.529,-3.300,2.827,-0.263,-0.190,-0.018,0.091,2.503,2.413,2.279,2.182,0.706,0.773,0.710,0.915,-0.715,-0.877,-0.729,-0.900,-0.994,-0.529,-0.197,-0.042,3.145,2.764,2.471,2.508
2019-01-31,0.076,2.419,1.984,-0.741,-2.815,3.063,-0.277,-0.144,-0.009,0.087,2.525,2.425,2.272,2.184,0.835,0.783,0.704,0.930,-0.636,-0.810,-0.696,-0.894,-0.839,-0.465,-0.153,-0.024,3.213,2.644,2.472,2.497
2019-01-31,0.076,2.419,1.984,-0.741,-2.815,3.063,-0.281,-0.148,-0.028,0.094,2.563,2.411,2.259,2.168,0.900,0.770,0.707,0.931,-0.643,-0.785,-0.696,-0.895,-0.708,-0.424,-0.119,-0.010,3.270,2.578,2.464,2.488
2019-01-31,0.076,2.419,1.984,-0.741,-2.815,3.063,-0.277,-0.144,-0.009,0.087,2.525,2.425,2.272,2.184,0.835,0.783,0.704,0.930,-0.636,-0.810,-0.696,-0.894,-0.839,-0.465,-0.153,-0.024,3.213,2.644,2.472,2.497
2019-01-31,0.076,2.419,1.984,-0.741,-2.815,3.063,-0.281,-0.148,-0.028,0.094,2.563,2.411,2.259,2.168,0.900,0.770,0.707,0.931,-0.643,-0.785,-0.696,-0.895,-0.708,-0.424,-0.119,-0.010,3.270,2.578,2.464,2.488
2019-02-01,0.425,1.860,2.812,0.304,-2.030,3.012,-0.320,-0.153,-0.022,0.102,2.522,2.397,2.269,2.142,0.757,0.758,0.691,0.924,-0.653,-0.759,-0.717,-0.895,-0.522,-0.383,-0.087,0.004,3.325,2.511,2.463,2.486
2019-02-01,0.425,1.860,2.812,0.304,-2.030,3.012,-0.375,-0.118,-0.011,0.112,2.509,2.402,2.281,2.142,0.576,0.748,0.676,0.919,-0.713,-0.756,-0.733,-0.882,-0.373,-0.355,-0.074,0.015,3.383,2.488,2.464,2.480
2019-02-01,0.425,1.860,2.812,0.304,-2.030,3.012,-0.320,-0.153,-0.022,0.102,2.522,2.397,2.269,2.142,0.757,0.758,0.691,0.924,-0.653,-0.759,-0.717,-0.895,-0.522,-0.383,-0.087,0.004,3.325,2.511,2.463,2.486
2019-02-01,0.425,1.860,2.812,0.304,-2.030,3.012,-0.375,-0.118,-0.011,0.112,2.509,2.402,2.281,2.142,0.576,0.748,0.676,0.919,-0.713,-0.756,-0.733,-0.882,-0.373,-0.355,-0.074,0.015,3.383,2.488,2.464,2.480
2019-02-02,-1.500,1.905,1.429,0.208,-1.756,1.255,-0.407,-0.083,0.010,0.108,2.523,2.407,2.288,2.131,0.472,0.738,0.680,0.912,-0.733,-0.753,-0.727,-0.880,-0.290,-0.327,-0.079,0.007,3.445,2.466,2.463,2.474
2019-02-02,-1.500,1.905,1.429,0.208,-1.756,1.255,-0.347,-0.017,0.045,0.114,2.535,2.443,2.303,2.132,0.434,0.731,0.674,0.914,-0.749,-0.762,-0.725,-0.868,-0.220,-0.336,-0.075,-0.001,3.591,2.465,2.467,2.468
2019-02-02,-1.500,1.905,1.429,0.208,-1.756,1.255,-0.407,-0.083,0.010,0.108,2.523,2.407,2.288,2.131,0.472,0.738,0.680,0.912,-0.733,-0.753,-0.727,-0.880,-0.290,-0.327,-0.079,0.007,3.445,2.466,2.463,2.474
2019-02-02,-1.500,1.905,1.429,0.208,-1.756,1.255,-0.347,-0.017,0.045,0.114,2.535,2.443,2.303,2.132,0.434,0.731,0.674,0.914,-0.749,-0.762,-0.725,-0.868,-0.220,-0.336,-0.075,-0.001,3.591,2.465,2.467,2.468
2019-02-03,-0.694,3.197,-1.875,0.556,-0.836,2.281,-0.272,0.049,0.060,0.126,2.563,2.479,2.315,2.123,0.439,0.725,0.681,0.892,-0.755,-0.770,-0.704,-0.867,-0.156,-0.346,-0.086,0.005,3.704,2.464,2.443,2.456
2019-02-03,-0.694,3.197,-1.875,0.556,-0.836,2.281,-0.236,0.053,0.076,0.133,2.530,2.458,2.288,2.118,0.602,0.727,0.736,0.918,-0.777,-0.767,-0.682,-0.868,-0.135,-0.354,-0.100,0.014,3.768,2.458,2.448,2.455
2019-02-03,-0.694,3.197,-1.875,0.556,-0.836,2.281,-0.272,0.049,0.060,0.126,2.563,2.479,2.315,2.123,0.439,0.725,0.681,0.892,-0.755,-0.770,-0.704,-0.867,-0.156,-0.346,-0.086,0.005,3.704,2.464,2.443,2.456
2019-02-03,-0.694,3.197,-1.875,0.556,-0.836,2.281,-0.236,0.053,0.076,0.133,2.530,2.458,2.288,2.118,0.602,0.727,0.736,0.918,-0.777,-0.767,-0.682,-0.868,-0.135,-0.354,-0.100,0.014,3.768,2.458,2.448,2.455
2019-02-04,0.033,2.234,0.641,-0.507,-0.327,3.370,-0.197,0.057,0.101,0.136,2.486,2.437,2.262,2.108,0.717,0.729,0.727,0.935,-0.793,-0.763,-0.723,-0.876,-0.036,-0.361,-0.094,0.020,3.868,2.452,2.447,2.458
2019-02-04,0.033,2.234,0.641,-0.507,-0.327,3.370,-0.192,0.011,0.118,0.135,2.488,2.415,2.255,2.105,0.712,0.726,0.718,0.952,-0.757,-0.791,-0.752,-0.876,0.039,-0.408,-0.086,0.019,3.915,2.428,2.447,2.454
2019-02-04,0.033,2.234,0.641,-0.507,-0.327,3.370,-0.197,0.057,0.101,0.136,2.486,2.437,2.262,2.108,0.717,0.729,0.727,0.935,-0.793,-0.763,-0.723,-0.876,-0.036,-0.361,-0.094,0.020,3.868,2.452,2.447,2.458
2019-02-04,0.033,2.234,0.641,-0.507,-0.327,3.370,-0.192,0.011,0.118,0.135,2.488,2.415,2.255,2.105,0.712,0.726,0.718,0.952,-0.757,-0.791,-0.752,-0.876,0.039,-0.408,-0.086,0.019,3.915,2.428,2.447,2.454
2019-02-05,0.414,2.553,0.806,-1.537,0.539,3.266,-0.210,-0.035,0.132,0.133,2.496,2.393,2.251,2.103,0.718,0.722,0.716,0.963,-0.795,-0.820,-0.759,-0.874,0.056,-0.454,-0.088,0.020,3.944,2.404,2.446,2.456
2019-02-05,0.414,2.553,0.806,-1.537,0.539,3.266,-0.246,-0.081,0.130,0.131,2.488,2.394,2.250,2.102,0.716,0.766,0.721,0.966,-0.784,-0.823,-0.747,-0.866,0.032,-0.384,-0.108,0.016,3.977,2.406,2.430,2.449
2019-02-05,0.414,2.553,0.806,-1.537,0.539,3.266,-0.210,-0.035,0.132,0.133,2.496,2.393,2.251,2.103,0.718,0.722,0.716,0.963,-0.795,-0.820,-0.759,-0.874,0.056,-0.454,-0.088,0.020,3.944,2.404,2.446,2.456
2019-02-05,0.414,2.553,0.806,-1.537,0.539,3.266,-0.246,-0.081,0.130,0.131,2.488,2.394,2.250,2.102,0.716,0.766,0.721,0.966,-0.784,-0.823,-0.747,-0.866,0.032,-0.384,-0.108,0.016,3.977,2.406,2.430,2.449
2019-02-06,-0.625,2.647,0.556,-1.515,0.738,3.668,-0.305,-0.127,0.131,0.142,2.467,2.395,2.253,2.106,0.598,0.810,0.735,0.962,-0.782,-0.826,-0.734,-0.856,-0.046,-0.314,-0.127,0.011,3.969,2.409,2.428,2.436
2019-02-06,-0.625,2.647,0.556,-1.515,0.738,3.668,-0.314,-0.115,0.127,0.148,2.441,2.372,2.255,2.102,0.493,0.841,0.741,0.972,-0.782,-0.830,-0.716,-0.850,-0.133,-0.310,-0.131,0.012,3.942,2.382,2.391,2.423
2019-02-06,-0.625,2.647,0.556,-1.515,0.738,3.668,-0.305,-0.127,0.131,0.142,2.467,2.395,2.253,2.106,0.598,0.810,0.735,0.962,-0.782,-0.826,-0.734,-0.856,-0.046,-0.314,-0.127,0.011,3.969,2.409,2.428,2.436
2019-02-06,-0.625,2.647,0.556,-1.515,0.738,3.668,-0.314,-0.115,0.127,0.148,2.441,2.372,2.255,2.102,0.493,0.841,0.741,0.972,-0.782,-0.830,-0.716,-0.850,-0.133,-0.310,-0.131,0.012,3.942,2.382,2.391,2.423
2019-02-07,-0.172,2.895,2.500,-1.169,-0.526,3.311,-0.321,-0.104,0.115,0.150,2.410,2.349,2.248,2.101,0.440,0.873,0.760,0.975,-0.829,-0.833,-0.695,-0.849,-0.220,-0.305,-0.128,0.004,3.895,2.356,2.343,2.410
2019-02-07,-0.172,2.895,2.500,-1.169,-0.526,3.311,-0.349,-0.104,0.117,0.160,2.367,2.349,2.240,2.093,0.294,0.823,0.735,0.976,-0.893,-0.831,-0.689,-0.853,-0.246,-0.284,-0.116,-0.004,3.864,2.347,2.313,2.401
2019-02-07,-0.172,2.895,2.500,-1.169,-0.526,3.311,-0.321,-0.104,0.115,0.150,2.410,2.349,2.248,2.101,0.440,0.873,0.760,0.975,-0.829,-0.833,-0.695,-0.849,-0.220,-0.305,-0.128,0.004,3.895,2.356,2.343,2.410
2019-02-07,-0.172,2.895,2.500,-1.169,-0.526,3.311,-0.349,-0.104,0.117,0.160,2.367,2.349,2.240,2.093,0.294,0.823,0.735,0.976,-0.893,-0.831,-0.689,-0.853,-0.246,-0.284,-0.116,-0.004,3.864,2.347,2.313,2.401
2019-02-08,-0.865,3.281,-0.385,-1.293,0.510,3.955,-0.435,-0.105,0.110,0.155,2.423,2.350,2.223,2.091,0.254,0.773,0.690,0.972,-0.914,-0.828,-0.681,-0.856,-0.198,-0.263,-0.093,-0.011,3.562,2.338,2.299,2.398
2019-02-08,-0.865,3.281,-0.385,-1.293,0.510,3.955,-0.488,-0.103,0.126,0.164,2.461,2.355,2.213,2.079,0.352,0.801,0.704,0.986,-0.928,-0.838,-0.663,-0.855,-0.200,-0.282,-0.087,-0.022,3.228,2.304,2.281,2.398
2019-02-08,-0.865,3.281,-0.385,-1.293,0.510,3.955,-0.435,-0.105,0.110,0.155,2.423,2.350,2.223,2.091,0.254,0.773,0.690,0.972,-0.914,-0.828,-0.681,-0.856,-0.198,-0.263,-0.093,-0.011,3.562,2.338,2.299,2.398
2019-02-08,-0.865,3.281,-0.385,-1.293,0.510,3.955,-0.488,-0.103,0.126,0.164,2.461,2.355,2.213,2.079,0.352,0.801,0.704,0.986,-0.928,-0.838,-0.663,-0.855,-0.200,-0.282,-0.087,-0.022,3.228,2.304,2.281,2.398
2019-02-09,0.000,1.923,-1.364,-0.549,-2.279,4.427,-0.464,-0.102,0.132,0.175,2.430,2.360,2.205,2.083,0.438,0.829,0.695,0.992,-0.947,-0.848,-0.678,-0.859,-0.317,-0.300,-0.092,-0.025,3.035,2.270,2.254,2.396
2019-02-09,0.000,1.923,-1.364,-0.549,-2.279,4.427,-0.481,-0.122,0.117,0.177,2.464,2.380,2.213,2.086,0.570,0.927,0.718,1.013,-1.001,-0.812,-0.693,-0.859,-0.302,-0.252,-0.082,-0.009,2.819,2.226,2.226,2.383
2019-02-09,0.000,1.923,-1.364,-0.549,-2.279,4.427,-0.464,-0.102,0.132,0.175,2.430,2.360,2.205,2.083,0.438,0.829,0.695,0.992,-0.947,-0.848,-0.678,-0.859,-0.317,-0.300,-0.092,-0.025,3.035,2.270,2.254,2.396
2019-02-09,0.000,1.923,-1.364,-0.549,-2.279,4.427,-0.481,-0.122,0.117,0.177,2.464,2.380,2.213,2.086,0.570,0.927,0.718,1.013,-1.001,-0.812,-0.693,-0.859,-0.302,-0.252,-0.082,-0.009,2.819,2.226,2.226,2.383
2019-02-10,0.000,3.205,3.333,-0.878,-0.062,4.255,-0.430,-0.142,0.110,0.176,2.474,2.401,2.220,2.074,0.714,1.026,0.754,1.023,-1.031,-0.777,-0.700,-0.860,-0.239,-0.204,-0.068,0.004,2.787,2.182,2.192,2.372
2019-02-10,0.000,3.205,3.333,-0.878,-0.062,4.255,-0.379,-0.171,0.116,0.173,2.424,2.388,2.213,2.071,0.635,0.959,0.721,1.011,-1.045,-0.754,-0.702,-0.862,-0.281,-0.208,-0.055,0.007,2.763,2.134,2.180,2.369
2019-02-10,0.000,3.205,3.333,-0.878,-0.062,4.255,-0.430,-0.142,0.110,0.176,2.474,2.401,2.220,2.074,0.714,1.026,0.754,1.023,-1.031,-0.777,-0.700,-0.860,-0.239,-0.204,-0.068,0.004,2.787,2.182,2.192,2.372
2019-02-10,0.000,3.205,3.333,-0.878,-0.062,4.255,-0.379,-0.171,0.116,0.173,2.424,2.388,2.213,2.071,0.635,0.959,0.721,1.011,-1.045,-0.754,-0.702,-0.862,-0.281,-0.208,-0.055,0.007,2.763,2.134,2.180,2.369
2019-02-11,-0.746,1.571,-1.000,-0.952,1.098,4.232,-0.382,-0.199,0.108,0.176,2.343,2.375,2.199,2.072,0.562,0.893,0.695,0.998,-1.049,-0.731,-0.705,-0.864,-0.296,-0.212,-0.064,0.019,2.737,2.086,2.162,2.358
2019-02-11,-0.746,1.571,-1.000,-0.952,1.098,4.232,-0.350,-0.179,0.102,0.186,2.339,2.347,2.215,2.073,0.696,0.874,0.722,1.005,-1.050,-0.748,-0.719,-0.858,-0.365,-0.244,-0.070,0.017,2.712,2.050,2.163,2.348
2019-02-11,-0.746,1.571,-1.000,-0.952,1.098,4.232,-0.382,-0.199,0.108,0.176,2.343,2.375,2.199,2.072,0.562,0.893,0.695,0.998,-1.049,-0.731,-0.705,-0.864,-0.296,-0.212,-0.064,0.019,2.737,2.086,2.162,2.358
2019-02-11,-0.746,1.571,-1.000,-0.952,1.098,4.232,-0.350,-0.179,0.102,0.186,2.339,2.347,2.215,2.073,0.696,0.874,0.722,1.005,-1.050,-0.748,-0.719,-0.858,-0.365,-0.244,-0.070,0.017,2.712,2.050,2.163,2.348
2019-02-12,-0.240,2.160,0.632,-0.123,-0.288,4.310,-0.316,-0.158,0.093,0.199,2.382,2.318,2.229,2.086,0.801,0.856,0.715,1.019,-1.061,-0.766,-0.736,-0.858,-0.417,-0.277,-0.043,0.013,2.682,2.015,2.165,2.340
2019-02-12,-0.240,2.160,0.632,-0.123,-0.288,4.310,-0.307,-0.124,0.080,0.202,2.396,2.328,2.218,2.093,0.829,0.843,0.719,1.007,-1.112,-0.814,-0.751,-0.866,-0.403,-0.267,-0.018,0.019,2.649,1.995,2.160,2.333
2019-02-12,-0.240,2.160,0.632,-0.123,-0.288,4.310,-0.316,-0.158,0.093,0.199,2.382,2.318,2.229,2.086,0.801,0.856,0.715,1.019,-1.061,-0.766,-0.736,-0.858,-0.417,-0.277,-0.043,0.013,2.682,2.015,2.165,2.340
2019-02-12,-0.240,2.160,0.632,-0.123,-0.288,4.310,-0.307,-0.124,0.080,0.202,2.396,2.328,2.218,2.093,0.829,0.843,0.719,1.007,-1.112,-0.814,-0.751,-0.866,-0.403,-0.267,-0.018,0.019,2.649,1.995,2.160,2.333
2019-02-13,0.072,2.500,1.538,0.085,-0.403,3.633,-0.258,-0.090,0.103,0.212,2.359,2.338,2.217,2.088,0.799,0.830,0.749,1.023,-1.165,-0.862,-0.759,-0.871,-0.359,-0.256,0.015,0.026,2.406,1.974,2.155,2.322
2019-02-13,0.072,2.500,1.538,0.085,-0.403,3.633,-0.223,-0.088,0.114,0.215,2.304,2.330,2.200,2.092,0.725,0.800,0.767,1.022,-1.229,-0.904,-0.776,-0.876,-0.311,-0.227,0.024,0.038,2.195,1.963,2.156,2.319
2019-02-13,0.072,2.500,1.538,0.085,-0.403,3.633,-0.258,-0.090,0.103,0.212,2.359,2.338,2.217,2.088,0.799,0.830,0.749,1.023,-1.165,-0.862,-0.759,-0.871,-0.359,-0.256,0.015,0.026,2.406,1.974,2.155,2.322
2019-02-13,0.072,2.500,1.538,0.085,-0.403,3.633,-0.223,-0.088,0.114,0.215,2.304,2.330,2.200,2.092,0.725,0.800,0.767,1.022,-1.229,-0.904,-0.776,-0.876,-0.311,-0.227,0.024,0.038,2.195,1.963,2.156,2.319
2019-02-14,0.128,2.273,0.538,0.233,1.246,4.369,-0.102,-0.086,0.105,0.219,2.344,2.322,2.188,2.090,0.705,0.769,0.776,1.028,-1.195,-0.947,-0.779,-0.878,-0.298,-0.199,0.030,0.043,1.872,1.952,2.154,2.322
2019-02-14,0.128,2.273,0.538,0.233,1.246,4.369,0.016,-0.100,0.090,0.216,2.395,2.312,2.174,2.064,0.732,0.725,0.761,1.040,-1.168,-0.994,-0.800,-0.884,-0.364,-0.181,0.011,0.036,1.513,1.878,2.146,2.317
2019-02-14,0.128,2.273,0.538,0.233,1.246,4.369,-0.102,-0.086,0.105,0.219,2.344,2.322,2.188,2.090,0.705,0.769,0.776,1.028,-1.195,-0.947,-0.779,-0.878,-0.298,-0.199,0.030,0.043,1.872,1.952,2.154,2.322
2019-02-14,0.128,2.273,0.538,0.233,1.246,4.369,0.016,-0.100,0.090,0.216,2.395,2.312,2.174,2.064,0.732,0.725,0.761,1.040,-1.168,-0.994,-0.800,-0.884,-0.364,-0.181,0.011,0.036,1.513,1.878,2.146,2.317
2019-02-15,-0.346,2.397,0.769,-1.298,0.033,3.968,0.003,-0.115,0.086,0.224,2.368,2.301,2.160,2.040,0.772,0.681,0.739,1.029,-1.153,-1.041,-0.812,-0.895,-0.459,-0.164,-0.021,0.032,1.292,1.805,2.143,2.302
2019-02-15,-0.346,2.397,0.769,-1.298,0.033,3.968,0.012,-0.093,0.081,0.223,2.336,2.307,2.150,2.030,0.800,0.654,0.761,1.041,-1.066,-1.035,-0.807,-0.906,-0.497,-0.159,0.004,0.029,1.090,1.709,2.151,2.292
2019-02-15,-0.346,2.397,0.769,-1.298,0.033,3.968,0.003,-0.115,0.086,0.224,2.368,2.301,2.160,2.040,0.772,0.681,0.739,1.029,-1.153,-1.041,-0.812,-0.895,-0.459,-0.164,-0.021,0.032,1.292,1.805,2.143,2.302
2019-02-15,-0.346,2.397,0.769,-1.298,0.033,3.968,0.012,-0.093,0.081,0.223,2.336,2.307,2.150,2.030,0.800,0.654,0.761,1.041,-1.066,-1.035,-0.807,-0.906,-0.497,-0.159,0.004,0.029,1.090,1.709,2.151,2.292
2019-02-16,-0.818,2.097,-1.667,-1.508,-1.097,3.095,0.132,-0.072,0.085,0.225,2.322,2.313,2.144,2.019,0.873,0.628,0.789,1.035,-0.982,-1.029,-0.814,-0.910,-0.528,-0.154,0.037,0.025,0.991,1.612,2.156,2.267
2019-02-16,-0.818,2.097,-1.667,-1.508,-1.097,3.095,0.274,-0.035,0.100,0.230,2.322,2.310,2.139,2.025,1.063,0.666,0.833,1.061,-0.888,-1.012,-0.807,-0.903,-0.506,-0.137,0.055,0.033,0.933,1.575,2.163,2.270
2019-02-16,-0.818,2.097,-1.667,-1.508,-1.097,3.095,0.132,-0.072,0.085,0.225,2.322,2.313,2.144,2.019,0.873,0.628,0.789,1.035,-0.982,-1.029,-0.814,-0.910,-0.528,-0.154,0.037,0.025,0.991,1.612,2.156,2.267
2019-02-16,-0.818,2.097,-1.667,-1.508,-1.097,3.095,0.274,-0.035,0.100,0.230,2.322,2.310,2.139,2.025,1.063,0.666,0.833,1.061,-0.888,-1.012,-0.807,-0.903,-0.506,-0.137,0.055,0.033,0.933,1.575,2.163,2.270
2019-02-17,-0.761,2.000,-0.556,-2.512,-1.076,2.678,0.398,0.001,0.097,0.238,2.399,2.308,2.146,2.027,1.195,0.705,0.860,1.080,-0.827,-0.994,-0.802,-0.888,-0.560,-0.121,0.075,0.038,0.844,1.539,2.170,2.274
2019-02-17,-0.761,2.000,-0.556,-2.512,-1.076,2.678,0.520,0.033,0.092,0.252,2.480,2.290,2.161,2.026,1.274,0.736,0.857,1.098,-0.719,-0.943,-0.805,-0.878,-0.615,-0.117,0.100,0.045,0.774,1.570,2.182,2.277
2019-02-17,-0.761,2.000,-0.556,-2.512,-1.076,2.678,0.398,0.001,0.097,0.238,2.399,2.308,2.146,2.027,1.195,0.705,0.860,1.080,-0.827,-0.994,-0.802,-0.888,-0.560,-0.121,0.075,0.038,0.844,1.539,2.170,2.274
2019-02-17,-0.761,2.000,-0.556,-2.512,-1.076,2.678,0.520,0.033,0.092,0.252,2.480,2.290,2.161,2.026,1.274,0.736,0.857,1.098,-0.719,-0.943,-0.805,-0.878,-0.615,-0.117,0.100,0.045,0.774,1.570,2.182,2.277
2019-02-18,-1.979,4.070,1.667,-1.594,0.472,-3.045,0.532,0.064,0.090,0.266,2.487,2.272,2.157,2.027,1.217,0.767,0.874,1.116,-0.564,-0.891,-0.800,-0.867,-0.622,-0.113,0.116,0.050,0.740,1.600,2.165,2.281
2019-02-18,-1.979,4.070,1.667,-1.594,0.472,-3.045,0.603,0.107,0.112,0.286,2.395,2.246,2.127,2.009,1.053,0.721,0.891,1.122,-0.453,-0.881,-0.800,-0.857,-0.702,-0.133,0.096,0.047,0.979,1.747,2.229,2.301
